DATAFLOW,REF_AREA:Country,INDICATOR:Indicator,SEX:Sex,WEALTH_QUINTILE:Wealth Quintile,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,DATA_SOURCE:Data Source,COUNTRY_NOTES:Country notes,REF_PERIOD:Reference Period,UNIT_MEASURE:Unit of measure,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,OBS_STATUS:Observation Status
UNICEF:CME(1.0): Child Mortality,PHL: Philippines,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2013,6.246528546,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,5.261257376,7.580086658,A: Normal value
UNICEF:CME(1.0): Child Mortality,PHL: Philippines,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2014,6.130776155,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,5.072773119,7.610431744,A: Normal value
UNICEF:CME(1.0): Child Mortality,PHL: Philippines,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2015,5.949785334,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.798034831,7.620425109,A: Normal value
UNICEF:CME(1.0): Child Mortality,PHL: Philippines,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2016,5.811211162,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.570743301,7.716888283,A: Normal value
UNICEF:CME(1.0): Child Mortality,PHL: Philippines,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2017,5.639021726,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.337005654,7.802597179,A: Normal value
UNICEF:CME(1.0): Child Mortality,PHL: Philippines,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2018,5.463835442,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.095835833,7.887913668,A: Normal value
UNICEF:CME(1.0): Child Mortality,PHL: Philippines,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2019,5.288909216,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.891782852,7.926163997,A: Normal value
UNICEF:CME(1.0): Child Mortality,PHL: Philippines,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2009,7.760571743,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,6.721471126,9.012722171,A: Normal value
UNICEF:CME(1.0): Child Mortality,PHL: Philippines,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2010,7.61884652,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,6.565055966,8.892143158,A: Normal value
UNICEF:CME(1.0): Child Mortality,PHL: Philippines,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2011,7.474846751,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,6.401655231,8.810437046,A: Normal value
UNICEF:CME(1.0): Child Mortality,PHL: Philippines,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2012,7.347018037,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,6.233281504,8.770335247,A: Normal value
UNICEF:CME(1.0): Child Mortality,PHL: Philippines,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2013,7.201085062,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,6.032387901,8.792563453,A: Normal value
UNICEF:CME(1.0): Child Mortality,PHL: Philippines,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2014,7.078205435,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,5.811980033,8.866204761,A: Normal value
UNICEF:CME(1.0): Child Mortality,PHL: Philippines,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2015,7.00957833,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,5.625175368,9.05241825,A: Normal value
UNICEF:CME(1.0): Child Mortality,PHL: Philippines,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2016,6.837251698,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,5.349935301,9.174870381,A: Normal value
UNICEF:CME(1.0): Child Mortality,PHL: Philippines,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2017,6.647233922,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,5.075833944,9.302276068,A: Normal value
UNICEF:CME(1.0): Child Mortality,PHL: Philippines,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2018,6.441702142,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.814648264,9.370353629,A: Normal value
UNICEF:CME(1.0): Child Mortality,PHL: Philippines,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2019,6.241139926,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.574312348,9.416091377,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2009,2.22844685,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.508871059,3.326302867,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2010,2.131742621,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.407167799,3.27507036,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2011,2.030972731,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.301858306,3.219032801,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2012,1.954206471,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.21596013,3.186833742,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2013,1.875803948,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.135619928,3.14225367,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2014,1.769503079,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.035419855,3.045330449,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2015,1.703357174,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.964760593,3.015137813,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2016,1.636483288,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.895820662,2.955599743,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2017,1.551705931,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.829847601,2.87550191,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2018,1.481550148,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.766617593,2.837149854,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2019,1.417487138,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.71350961,2.795351581,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2009,2.71462956,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.840456328,4.055618928,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2010,2.593097029,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.705866965,4.012529616,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2011,2.465836155,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.582701197,3.933979618,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2012,2.375608209,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.483407853,3.894339225,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2013,2.281128719,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.381328536,3.831910246,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2014,2.149247943,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.262869385,3.715406184,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2015,2.079087998,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.185548973,3.675911549,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2016,1.990604322,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.101243732,3.624438635,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2017,1.884359837,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.008582986,3.528904977,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2018,1.794529313,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.938765225,3.465598306,A: Normal value
UNICEF:CME(1.0): Child Mortality,PLW: Palau,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2019,1.72190479,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.870535345,3.429308641,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2009,13.26802922,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,10.4602189,16.75870728,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2010,12.7526993,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,9.926568285,16.29808021,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2011,12.28869439,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,9.44909429,15.91285755,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2012,11.791387,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,8.919874032,15.52014846,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2013,11.35705059,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,8.426063986,15.25925599,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2014,10.87736486,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,7.889391525,14.84989261,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2015,10.44496001,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,7.403728751,14.57372061,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2016,10.01780447,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,6.88394022,14.35513356,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2017,9.555011261,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,6.314153968,14.11827546,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2018,9.141106931,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,5.795579629,13.9825875,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2019,8.676778766,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,5.285329129,13.78309089,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2009,14.50752948,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,11.45386353,18.35381779,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2010,14.03623902,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,10.94240903,17.96516166,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2011,13.52722261,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,10.36230343,17.53154059,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2012,13.07201843,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,9.863739739,17.25324313,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2013,12.59298544,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,9.313975825,16.93441772,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2014,12.16717296,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,8.779189337,16.72760659,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2015,11.71044417,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,8.22489811,16.35736076,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2016,11.22503426,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,7.63489495,16.23778084,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2017,10.79241602,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,7.100160983,16.09407471,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2018,10.30115282,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,6.526135329,15.95212508,A: Normal value
UNICEF:CME(1.0): Child Mortality,PNG: Papua New Guinea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2019,9.875694885,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,5.995614267,15.94612929,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2009,0.784463349,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.760870639,0.808417104,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2010,0.740600714,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.715455118,0.767013929,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2011,0.707081299,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.684028506,0.730781223,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2012,0.680865536,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.659556094,0.702825531,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2013,0.657488388,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.635853245,0.679504522,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2014,0.635205246,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.614607999,0.656807073,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2015,0.616243417,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.596574891,0.636568773,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2016,0.597795606,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.576187856,0.619883801,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2017,0.583600946,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.561860213,0.60612482,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2018,0.572593556,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.550270479,0.595754114,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2019,0.565276985,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.54053999,0.591672219,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2009,0.959937958,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.935252613,0.986242243,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2010,0.909532582,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.881680561,0.937651229,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2011,0.867009502,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.842034305,0.892916415,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2012,0.83336194,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.810489722,0.856838667,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2013,0.80423348,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.78112764,0.82866287,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2014,0.777528805,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.755069834,0.800602374,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2015,0.752806403,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.7315945,0.774056748,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2016,0.733774252,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.711232649,0.757170051,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2017,0.717596246,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.69431829,0.74133776,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2018,0.704651308,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.680350499,0.729681445,A: Normal value
UNICEF:CME(1.0): Child Mortality,POL: Poland,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2019,0.692508282,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.663945707,0.721799368,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2009,6.278864533,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.842872351,8.158851475,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2010,6.154032982,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.746067749,7.989920619,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2011,5.84738253,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.508889135,7.604211341,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2012,5.56000718,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.28448238,7.220536295,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2013,5.28395881,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.072305675,6.851991844,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2014,4.972151623,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.833161032,6.450817936,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2015,4.73348205,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.65596417,6.144966894,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2016,4.51513321,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.484650439,5.855407235,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2017,4.300763002,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.329113521,5.580310532,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2018,4.107974318,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.168742533,5.327026068,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2019,3.909963466,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.016607163,5.062791471,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2009,7.263720049,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,5.585197393,9.425346272,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2010,7.118783584,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,5.478215716,9.243498019,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2011,6.893267169,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,5.300628065,8.949586492,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2012,6.56095447,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,5.046443417,8.501177267,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2013,6.233098841,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.789024503,8.074013698,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2014,5.968282424,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.587117329,7.738067174,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2015,5.679391547,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.363897394,7.354948918,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2016,5.414907731,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.162916571,7.016538424,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2017,5.166884769,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.977968108,6.683709326,A: Normal value
UNICEF:CME(1.0): Child Mortality,PRK: Democratic People's Republic of Korea,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2018,4.927708551,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.794173485,6.380611874,A: Normal value
